6/1/2015,7/1/2015,8/1/2015,9/1/2015,10/1/2015,11/1/2015,12/1/2015,1/1/2016,2/1/2016,3/1/2016,4/1/2016,5/1/2016,6/1/2016,7/1/2016,8/1/2016,9/1/2016,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018
0.12%,0.17%,0.20%,-0.04%,0.17%,0.50%,0.73%,1.37%,1.02%,0.85%,1.13%,1.02%,1.00%,0.83%,1.06%,1.46%,1.64%,1.69%,2.07%,2.50%,2.74%,2.38%,2.20%,1.87%,1.63%,1.73%,1.94%,2.23%,2.04%,2.20%,2.11%,2.07%,2.21%,2.36%,2.46%,2.80%,2.87%,2.95%,2.70%,2.28%,2.52%,2.18%,1.91%
