01/01/15,02/01/15,03/01/15,04/01/15,05/01/15,06/01/15,07/01/15,08/01/15,09/01/15,10/01/15,11/01/15,12/01/15,01/01/16,02/01/16,03/01/16,04/01/16,05/01/16,06/01/16,07/01/16,08/01/16,09/01/16,10/01/16,11/01/16,12/01/16,01/01/17,02/01/17,03/01/17,04/01/17,05/01/17,06/01/17,07/01/17,08/01/17,09/01/17,10/01/17,11/01/17,12/01/17,01/01/18,02/01/18,03/01/18,04/01/18,05/01/18,06/01/18,07/01/18,08/01/18,09/01/18,10/01/18,11/01/18,12/01/18,01/01/19
6.1,5.8,5.6,5.1,5.3,5.5,5.6,5.2,4.9,4.8,4.8,4.8,5.3,5.2,5.1,4.7,4.5,5.1,5.1,5.0,4.8,4.7,4.4,4.5,5.1,4.9,4.6,4.1,4.1,4.5,4.6,4.5,4.1,3.9,3.9,3.9,4.5,4.4,4.1,3.7,3.6,4.2,4.1,3.9,3.6,3.5,3.5,3.7,4.4
