"","Total Population","NAME","state","county","Census.Tract","n","avg_calls","id","alt_boro","alt_ct"
"90",5541,"Census Tract 243, Bronx County, New York","36","05","024300",2,0.00036094567767551,"36005024300","2","2024300"
"91",4375,"Census Tract 245.02, Bronx County, New York","36","05","024502",1,0.000228571428571429,"36005024502","2","2024502"
"92",2199,"Census Tract 247, Bronx County, New York","36","05","024700",2,0.000909504320145521,"36005024700","2","2024700"
"94",7658,"Census Tract 251, Bronx County, New York","36","05","025100",4,0.000522329589971272,"36005025100","2","2025100"
"95",5913,"Census Tract 253, Bronx County, New York","36","05","025300",10,0.00169118890580078,"36005025300","2","2025300"
"96",1707,"Census Tract 254, Bronx County, New York","36","05","025400",2,0.00117164616285882,"36005025400","2","2025400"
"97",6828,"Census Tract 255, Bronx County, New York","36","05","025500",3,0.000439367311072056,"36005025500","2","2025500"
"98",2034,"Census Tract 257, Bronx County, New York","36","05","025700",2,0.000983284169124877,"36005025700","2","2025700"
"99",3589,"Census Tract 261, Bronx County, New York","36","05","026100",3,0.000835887433825578,"36005026100","2","2026100"
"100",6616,"Census Tract 263, Bronx County, New York","36","05","026300",4,0.00060459492140266,"36005026300","2","2026300"
"101",6847,"Census Tract 265, Bronx County, New York","36","05","026500",1,0.000146049364685264,"36005026500","2","2026500"
"102",4824,"Census Tract 266.02, Bronx County, New York","36","05","026602",2,0.000414593698175788,"36005026602","2","2026602"
"103",6442,"Census Tract 267.02, Bronx County, New York","36","05","026702",1,0.000155231294628997,"36005026702","2","2026702"
"104",7891,"Census Tract 273, Bronx County, New York","36","05","027300",5,0.000633633253073121,"36005027300","2","2027300"
"105",5312,"Census Tract 277, Bronx County, New York","36","05","027700",2,0.000376506024096386,"36005027700","2","2027700"
"106",7688,"Census Tract 279, Bronx County, New York","36","05","027900",5,0.000650364203954214,"36005027900","2","2027900"
"107",4106,"Census Tract 281, Bronx County, New York","36","05","028100",2,0.000487092060399416,"36005028100","2","2028100"
"108",2708,"Census Tract 283, Bronx County, New York","36","05","028300",2,0.000738552437223043,"36005028300","2","2028300"
"109",831,"Census Tract 284, Bronx County, New York","36","05","028400",2,0.00240673886883273,"36005028400","2","2028400"
"110",3013,"Census Tract 285, Bronx County, New York","36","05","028500",2,0.000663790242283438,"36005028500","2","2028500"
"111",1219,"Census Tract 286, Bronx County, New York","36","05","028600",2,0.00164068908941756,"36005028600","2","2028600"
"112",3409,"Census Tract 287, Bronx County, New York","36","05","028700",5,0.00146670577882077,"36005028700","2","2028700"
"113",3319,"Census Tract 288, Bronx County, New York","36","05","028800",1,0.000301295570955107,"36005028800","2","2028800"
"114",4743,"Census Tract 289, Bronx County, New York","36","05","028900",1,0.000210837022981235,"36005028900","2","2028900"
"115",4139,"Census Tract 295, Bronx County, New York","36","05","029500",3,0.000724812756704518,"36005029500","2","2029500"
"116",3358,"Census Tract 297, Bronx County, New York","36","05","029700",2,0.000595592614651578,"36005029700","2","2029700"
"117",3273,"Census Tract 309, Bronx County, New York","36","05","030900",3,0.000916590284142988,"36005030900","2","2030900"
"118",3018,"Census Tract 324, Bronx County, New York","36","05","032400",2,0.000662690523525514,"36005032400","2","2032400"
"119",3332,"Census Tract 326, Bronx County, New York","36","05","032600",4,0.00120048019207683,"36005032600","2","2032600"
"120",2041,"Census Tract 335, Bronx County, New York","36","05","033500",1,0.000489955903968643,"36005033500","2","2033500"
"121",3749,"Census Tract 338, Bronx County, New York","36","05","033800",1,0.000266737796745799,"36005033800","2","2033800"
"122",6464,"Census Tract 348, Bronx County, New York","36","05","034800",1,0.00015470297029703,"36005034800","2","2034800"
"123",1759,"Census Tract 350, Bronx County, New York","36","05","035000",2,0.00113700966458215,"36005035000","2","2035000"
"124",3198,"Census Tract 351, Bronx County, New York","36","05","035100",1,0.000312695434646654,"36005035100","2","2035100"
"125",5313,"Census Tract 361, Bronx County, New York","36","05","036100",4,0.000752870318087709,"36005036100","2","2036100"
"126",3858,"Census Tract 371, Bronx County, New York","36","05","037100",1,0.000259201658890617,"36005037100","2","2037100"
"127",4609,"Census Tract 373, Bronx County, New York","36","05","037300",2,0.000433933608157952,"36005037300","2","2037300"
"128",3991,"Census Tract 380, Bronx County, New York","36","05","038000",1,0.000250563768479078,"36005038000","2","2038000"
"129",6222,"Census Tract 381, Bronx County, New York","36","05","038100",1,0.000160720025715204,"36005038100","2","2038100"
"130",5028,"Census Tract 383.01, Bronx County, New York","36","05","038301",4,0.000795544948289578,"36005038301","2","2038301"
"131",5303,"Census Tract 383.02, Bronx County, New York","36","05","038302",3,0.000565717518385819,"36005038302","2","2038302"
"132",4521,"Census Tract 385, Bronx County, New York","36","05","038500",2,0.0004423800044238,"36005038500","2","2038500"
"133",7567,"Census Tract 386, Bronx County, New York","36","05","038600",1,0.000132152768600502,"36005038600","2","2038600"
"134",3240,"Census Tract 387, Bronx County, New York","36","05","038700",1,0.000308641975308642,"36005038700","2","2038700"
"135",4687,"Census Tract 389, Bronx County, New York","36","05","038900",2,0.000426712182632814,"36005038900","2","2038900"
"136",1761,"Census Tract 392, Bronx County, New York","36","05","039200",1,0.00056785917092561,"36005039200","2","2039200"
"137",7904,"Census Tract 393, Bronx County, New York","36","05","039300",6,0.000759109311740891,"36005039300","2","2039300"
"138",3697,"Census Tract 397, Bronx County, New York","36","05","039700",3,0.0008114687584528,"36005039700","2","2039700"
"139",4958,"Census Tract 399.01, Bronx County, New York","36","05","039901",5,0.00100847115772489,"36005039901","2","2039901"
"140",4932,"Census Tract 399.02, Bronx County, New York","36","05","039902",1,0.000202757502027575,"36005039902","2","2039902"
"141",5288,"Census Tract 401, Bronx County, New York","36","05","040100",1,0.00018910741301059,"36005040100","2","2040100"
