"","census","complaint.category","n","top"
"2431","36047054300","other",2,"no"
"2432","36047054300","parking",2,"no"
"2433","36047054400","collection",1,"no"
"2434","36047054400","household",1,"no"
"2435","36047054400","noise",3,"no"
"2436","36047054400","other",4,"no"
"2437","36047054400","parking",7,"no"
"2438","36047054500","other",2,"no"
"2439","36047054600","noise",1,"no"
"2440","36047054600","other",4,"no"
"2441","36047054600","parking",3,"no"
"2442","36047054700","collection",3,"no"
"2443","36047054700","noise",3,"no"
"2444","36047054700","other",1,"no"
"2445","36047054700","parking",4,"no"
"2446","36047054800","collection",2,"no"
"2447","36047054800","other",4,"no"
"2448","36047054900","collection",1,"no"
"2449","36047054900","noise",4,"no"
"2450","36047054900","other",8,"no"
"2451","36047054900","parking",1,"no"
"2452","36047055000","noise",2,"no"
"2453","36047055000","other",1,"no"
"2454","36047055100","noise",7,"no"
"2455","36047055100","other",13,"no"
"2456","36047055100","parking",2,"no"
"2457","36047055200","household",8,"no"
"2458","36047055200","other",4,"no"
"2459","36047055300","collection",3,"no"
"2460","36047055300","noise",11,"no"
"2461","36047055300","other",5,"no"
"2462","36047055300","parking",1,"no"
"2463","36047055400","household",5,"no"
"2464","36047055400","noise",2,"no"
"2465","36047055400","other",10,"no"
"2466","36047055500","collection",3,"no"
"2467","36047055500","noise",8,"no"
"2468","36047055500","other",10,"no"
"2469","36047055500","parking",4,"no"
"2470","36047055600","household",1,"no"
"2471","36047055600","other",6,"no"
"2472","36047055600","parking",5,"no"
"2473","36047055700","collection",1,"no"
"2474","36047055700","noise",6,"no"
"2475","36047055700","other",6,"no"
"2476","36047055800","collection",1,"no"
"2477","36047055800","noise",1,"no"
"2478","36047055800","other",10,"no"
"2479","36047056000","collection",1,"no"
"2480","36047056000","other",5,"no"
"2481","36047056000","parking",2,"no"
"2482","36047056100","collection",1,"no"
"2483","36047056100","noise",6,"no"
"2484","36047056100","other",9,"no"
"2485","36047056100","parking",1,"no"
"2486","36047056200","collection",1,"no"
"2487","36047056200","other",4,"no"
"2488","36047056200","parking",1,"no"
"2489","36047056300","household",5,"no"
"2490","36047056300","noise",2,"no"
"2491","36047056300","other",7,"no"
"2492","36047056300","parking",5,"no"
"2493","36047056400","other",3,"no"
"2494","36047056500","collection",1,"no"
"2495","36047056500","household",1,"no"
"2496","36047056500","noise",3,"no"
"2497","36047056500","other",9,"no"
"2498","36047056600","household",4,"no"
"2499","36047056600","other",2,"no"
"2500","36047056600","parking",3,"no"
"2501","36047056800","collection",1,"no"
"2502","36047056800","other",7,"no"
"2503","36047056800","parking",5,"no"
"2504","36047056900","noise",1,"no"
"2505","36047056900","other",2,"no"
"2506","36047056900","parking",1,"no"
"2507","36047057000","collection",1,"no"
"2508","36047057000","noise",1,"no"
"2509","36047057000","other",2,"no"
"2510","36047057100","noise",7,"no"
"2511","36047057100","other",2,"no"
"2512","36047057100","parking",1,"no"
"2513","36047057200","noise",5,"no"
"2514","36047057200","other",5,"no"
"2515","36047057300","collection",1,"no"
"2516","36047057300","other",3,"no"
"2517","36047057300","parking",4,"no"
"2518","36047057400","collection",1,"no"
"2519","36047057400","noise",5,"no"
"2520","36047057400","other",2,"no"
"2521","36047057500","collection",3,"no"
"2522","36047057500","noise",2,"no"
"2523","36047057500","other",5,"no"
"2524","36047057500","parking",2,"no"
"2525","36047057600","noise",1,"no"
"2526","36047057600","other",5,"no"
"2527","36047057600","parking",1,"no"
"2528","36047057800","collection",3,"no"
"2529","36047057800","noise",1,"no"
"2530","36047057800","other",10,"no"
"2531","36047057800","parking",2,"no"
"2532","36047057900","noise",5,"no"
"2533","36047057900","other",3,"no"
"2534","36047058000","collection",1,"no"
"2535","36047058000","other",6,"no"
"2536","36047058200","household",1,"no"
"2537","36047058200","other",7,"no"
"2538","36047058400","noise",1,"no"
"2539","36047058400","parking",1,"no"
"2540","36047058600","collection",2,"no"
"2541","36047058600","other",4,"no"
"2542","36047058800","collection",1,"no"
"2543","36047058800","household",6,"no"
"2544","36047058800","noise",1,"no"
"2545","36047058800","other",5,"no"
"2546","36047058900","collection",2,"no"
"2547","36047058900","noise",1,"no"
"2548","36047058900","other",2,"no"
"2549","36047058900","parking",3,"no"
"2550","36047059000","collection",1,"no"
"2551","36047059000","other",2,"no"
"2552","36047059000","parking",2,"no"
"2553","36047059100","collection",1,"no"
"2554","36047059100","noise",3,"no"
"2555","36047059100","other",3,"no"
"2556","36047059200","household",2,"no"
"2557","36047059200","noise",1,"no"
"2558","36047059200","other",4,"no"
"2559","36047059200","parking",1,"no"
"2560","36047059300","household",3,"no"
"2561","36047059300","noise",2,"no"
"2562","36047059300","other",7,"no"
"2563","36047059401","household",1,"no"
"2564","36047059401","noise",1,"no"
"2565","36047059401","other",7,"no"
"2566","36047059401","parking",2,"no"
"2567","36047059402","collection",1,"no"
"2568","36047059402","noise",1,"no"
"2569","36047059402","other",19,"no"
"2570","36047059402","parking",4,"no"
"2571","36047059600","other",3,"no"
"2572","36047059600","parking",2,"no"
"2573","36047059800","other",3,"no"
"2574","36047060000","collection",1,"no"
"2575","36047060000","noise",1,"no"
"2576","36047060000","other",9,"no"
"2577","36047060000","parking",6,"no"
"2578","36047060600","collection",1,"no"
"2579","36047060600","noise",2,"no"
"2580","36047060600","other",3,"no"
"2581","36047060600","parking",2,"no"
"2582","36047060800","collection",2,"no"
"2583","36047060800","household",1,"no"
"2584","36047060800","noise",2,"no"
"2585","36047060800","other",5,"no"
"2586","36047060800","parking",1,"no"
"2587","36047061002","noise",1,"no"
"2588","36047061002","parking",2,"no"
"2589","36047061003","other",1,"no"
"2590","36047061004","collection",1,"no"
"2591","36047061004","household",3,"no"
"2592","36047061004","noise",6,"no"
"2593","36047061004","other",5,"no"
"2594","36047061004","parking",5,"no"
"2595","36047061200","other",2,"no"
"2596","36047061200","parking",1,"no"
"2597","36047061600","other",1,"no"
"2598","36047061600","parking",1,"no"
"2599","36047062000","other",4,"no"
"2600","36047062200","collection",1,"no"
"2601","36047062200","noise",2,"no"
"2602","36047062200","other",6,"no"
"2603","36047062200","parking",1,"no"
"2604","36047062600","other",2,"no"
"2605","36047062600","parking",2,"no"
"2606","36047062800","noise",3,"no"
"2607","36047062800","other",4,"no"
"2608","36047062800","parking",3,"no"
"2609","36047063200","noise",2,"no"
"2610","36047063200","other",1,"no"
"2611","36047063200","parking",1,"no"
"2612","36047063600","collection",1,"no"
"2613","36047063600","parking",1,"no"
"2614","36047063800","collection",1,"no"
"2615","36047064000","other",3,"no"
"2616","36047064000","parking",1,"no"
"2617","36047064200","collection",1,"no"
"2618","36047064200","household",4,"no"
"2619","36047064200","other",14,"no"
"2620","36047064400","noise",2,"no"
"2621","36047064400","other",5,"no"
"2622","36047064600","collection",1,"no"
"2623","36047064600","other",1,"no"
"2624","36047064600","parking",1,"no"
"2625","36047064800","noise",1,"no"
"2626","36047064800","other",5,"no"
"2627","36047064800","parking",2,"no"
"2628","36047065000","collection",1,"no"
"2629","36047065000","other",5,"no"
"2630","36047065000","parking",2,"no"
"2631","36047065200","other",2,"no"
"2632","36047065400","noise",2,"no"
"2633","36047065400","parking",1,"no"
"2634","36047065600","other",2,"no"
"2635","36047065600","parking",2,"no"
"2636","36047065800","other",5,"no"
"2637","36047066000","collection",1,"no"
"2638","36047066000","noise",1,"no"
"2639","36047066000","other",1,"no"
"2640","36047066200","collection",1,"no"
"2641","36047066200","other",3,"no"
"2642","36047066600","other",2,"no"
"2643","36047067000","noise",1,"no"
"2644","36047067000","other",1,"no"
"2645","36047067000","parking",3,"no"
"2646","36047067200","other",2,"no"
"2647","36047067400","household",1,"no"
"2648","36047067400","other",5,"no"
"2649","36047067400","parking",1,"no"
"2650","36047067600","collection",2,"no"
"2651","36047067600","noise",1,"no"
"2652","36047067600","other",1,"no"
"2653","36047067600","parking",1,"no"
"2654","36047067800","collection",1,"no"
"2655","36047068000","other",2,"no"
"2656","36047068000","parking",1,"no"
"2657","36047068200","collection",1,"no"
"2658","36047068200","other",1,"no"
"2659","36047068200","parking",2,"no"
"2660","36047068600","noise",1,"no"
"2661","36047068600","other",1,"no"
"2662","36047068800","household",3,"no"
"2663","36047068800","other",7,"no"
"2664","36047069000","collection",1,"no"
"2665","36047069000","parking",1,"no"
"2666","36047069200","collection",1,"no"
"2667","36047069200","other",2,"no"
"2668","36047069200","parking",2,"no"
"2669","36047069601","noise",1,"no"
"2670","36047069601","other",2,"no"
"2671","36047069601","parking",11,"no"
"2672","36047069602","collection",1,"no"
"2673","36047069602","noise",1,"no"
"2674","36047069602","other",5,"no"
"2675","36047069602","parking",1,"no"
"2676","36047069800","collection",1,"no"
"2677","36047069800","noise",2,"no"
"2678","36047069800","other",8,"no"
"2679","36047069800","parking",2,"no"
"2680","36047070000","household",2,"no"
"2681","36047070000","other",1,"no"
"2682","36047070201","noise",1,"no"
"2683","36047070201","other",11,"no"
"2684","36047070202","other",1,"no"
"2685","36047070600","other",2,"no"
"2686","36047070600","parking",2,"no"
"2687","36047072000","collection",1,"no"
"2688","36047072000","other",3,"no"
"2689","36047072200","collection",2,"no"
"2690","36047072200","other",7,"no"
"2691","36047072200","parking",1,"no"
"2692","36047072400","noise",1,"no"
"2693","36047072600","other",2,"no"
"2694","36047072800","household",1,"no"
"2695","36047072800","other",3,"no"
"2696","36047072800","parking",1,"no"
"2697","36047073000","household",1,"no"
"2698","36047073000","parking",3,"no"
"2699","36047073200","collection",2,"no"
"2700","36047073200","household",2,"no"
"2701","36047073200","other",2,"no"
"2702","36047073200","parking",1,"no"
"2703","36047073400","other",9,"no"
"2704","36047073400","parking",2,"no"
"2705","36047073600","household",3,"no"
"2706","36047073600","noise",1,"no"
"2707","36047073600","other",2,"no"
"2708","36047073800","collection",1,"no"
"2709","36047073800","household",1,"no"
"2710","36047073800","noise",1,"no"
"2711","36047073800","other",3,"no"
"2712","36047073800","parking",6,"no"
"2713","36047074000","collection",3,"no"
"2714","36047074000","household",2,"no"
"2715","36047074000","other",2,"no"
"2716","36047074000","parking",3,"no"
"2717","36047074200","collection",1,"no"
"2718","36047074200","noise",1,"no"
"2719","36047074200","parking",1,"no"
"2720","36047074400","other",1,"no"
"2721","36047074600","collection",1,"no"
"2722","36047074600","noise",2,"no"
"2723","36047074600","other",2,"no"
"2724","36047074600","parking",5,"no"
"2725","36047074800","collection",1,"no"
"2726","36047074800","parking",2,"no"
"2727","36047075000","other",5,"no"
"2728","36047075200","other",1,"no"
"2729","36047075200","parking",3,"no"
"2730","36047075400","collection",1,"no"
"2731","36047075400","parking",1,"no"
"2732","36047075600","other",2,"no"
"2733","36047075600","parking",1,"no"
"2734","36047075800","other",3,"no"
"2735","36047076000","collection",1,"no"
"2736","36047076000","household",2,"no"
"2737","36047076000","parking",1,"no"
"2738","36047076200","household",6,"no"
"2739","36047076200","noise",1,"no"
"2740","36047076200","other",2,"no"
"2741","36047076200","parking",1,"no"
"2742","36047076400","household",3,"no"
"2743","36047076400","noise",3,"no"
"2744","36047076400","other",4,"no"
"2745","36047076400","parking",1,"no"
"2746","36047076600","parking",1,"no"
"2747","36047076800","household",2,"no"
"2748","36047076800","other",2,"no"
"2749","36047076800","parking",6,"no"
"2750","36047077000","household",1,"no"
"2751","36047077000","noise",1,"no"
"2752","36047077000","other",4,"no"
"2753","36047077000","parking",2,"no"
"2754","36047077200","other",2,"no"
"2755","36047077200","parking",3,"no"
"2756","36047077400","household",6,"no"
"2757","36047077400","noise",1,"no"
"2758","36047077400","other",4,"no"
"2759","36047077400","parking",4,"no"
"2760","36047077600","other",2,"no"
"2761","36047077600","parking",1,"no"
"2762","36047078000","collection",1,"no"
"2763","36047078000","noise",1,"no"
"2764","36047078000","other",3,"no"
"2765","36047078000","parking",2,"no"
"2766","36047078200","household",1,"no"
"2767","36047078200","noise",6,"no"
"2768","36047078200","other",3,"no"
"2769","36047078200","parking",1,"no"
"2770","36047078400","collection",1,"no"
"2771","36047078400","other",1,"no"
"2772","36047078400","parking",2,"no"
"2773","36047078600","collection",1,"no"
"2774","36047078600","household",1,"no"
"2775","36047078600","noise",6,"no"
"2776","36047078600","other",9,"no"
"2777","36047078600","parking",2,"no"
"2778","36047078800","noise",3,"no"
"2779","36047078800","other",3,"no"
"2780","36047078800","parking",3,"no"
"2781","36047079000","collection",1,"no"
"2782","36047079000","household",6,"no"
"2783","36047079000","other",16,"no"
"2784","36047079000","parking",4,"no"
"2785","36047079200","noise",5,"no"
"2786","36047079200","other",7,"no"
"2787","36047079200","parking",2,"no"
"2788","36047079400","household",5,"no"
"2789","36047079400","other",6,"no"
"2790","36047079601","collection",2,"no"
"2791","36047079601","noise",4,"no"
"2792","36047079601","other",9,"no"
"2793","36047079602","household",1,"no"
"2794","36047079602","noise",1,"no"
"2795","36047079602","other",7,"no"
"2796","36047079602","parking",1,"no"
"2797","36047079801","collection",2,"no"
"2798","36047079801","household",1,"no"
