"","Total Population","NAME","state","county","Census.Tract","n","avg_calls","id","alt_boro","alt_ct"
"232",3198,"Census Tract 351, Bronx County, New York","36","05","035100",26,0.00813008130081301,"36005035100","2","2035100"
"233",2194,"Census Tract 356, Bronx County, New York","36","05","035600",1,0.000455788514129444,"36005035600","2","2035600"
"234",8030,"Census Tract 358, Bronx County, New York","36","05","035800",10,0.0012453300124533,"36005035800","2","2035800"
"235",1671,"Census Tract 359, Bronx County, New York","36","05","035900",5,0.00299222022740874,"36005035900","2","2035900"
"236",5313,"Census Tract 361, Bronx County, New York","36","05","036100",10,0.00188217579521927,"36005036100","2","2036100"
"237",7815,"Census Tract 363, Bronx County, New York","36","05","036300",13,0.00166346769033909,"36005036300","2","2036300"
"238",2992,"Census Tract 364, Bronx County, New York","36","05","036400",1,0.000334224598930481,"36005036400","2","2036400"
"239",3960,"Census Tract 365.01, Bronx County, New York","36","05","036501",3,0.000757575757575758,"36005036501","2","2036501"
"240",2129,"Census Tract 365.02, Bronx County, New York","36","05","036502",4,0.00187881634570221,"36005036502","2","2036502"
"241",2078,"Census Tract 367, Bronx County, New York","36","05","036700",6,0.00288739172281039,"36005036700","2","2036700"
"242",1905,"Census Tract 368, Bronx County, New York","36","05","036800",2,0.0010498687664042,"36005036800","2","2036800"
"243",2169,"Census Tract 369.02, Bronx County, New York","36","05","036902",1,0.000461041954817888,"36005036902","2","2036902"
"244",2448,"Census Tract 370, Bronx County, New York","36","05","037000",7,0.00285947712418301,"36005037000","2","2037000"
"245",3858,"Census Tract 371, Bronx County, New York","36","05","037100",7,0.00181441161223432,"36005037100","2","2037100"
"246",4609,"Census Tract 373, Bronx County, New York","36","05","037300",5,0.00108483402039488,"36005037300","2","2037300"
"247",2886,"Census Tract 374, Bronx County, New York","36","05","037400",4,0.00138600138600139,"36005037400","2","2037400"
"248",4193,"Census Tract 375.04, Bronx County, New York","36","05","037504",2,0.000476985451943716,"36005037504","2","2037504"
"249",2602,"Census Tract 376, Bronx County, New York","36","05","037600",10,0.00384319754035357,"36005037600","2","2037600"
"250",2698,"Census Tract 378, Bronx County, New York","36","05","037800",3,0.0011119347664937,"36005037800","2","2037800"
"251",5553,"Census Tract 379, Bronx County, New York","36","05","037900",10,0.00180082838105529,"36005037900","2","2037900"
"252",3991,"Census Tract 380, Bronx County, New York","36","05","038000",9,0.0022550739163117,"36005038000","2","2038000"
