"","complaint.category","Total Population","Census Measure","decile"
"36059","noise",7826,"income_decile",9
"36060","other",4389,"income_decile",4
"36061","household",2952,"income_decile",4
"36062","household",5511,"income_decile",9
"36063","other",8924,"income_decile",10
"36064","other",2615,"income_decile",3
"36065","noise",5979,"income_decile",8
"36066","noise",7456,"income_decile",10
"36067","noise",3270,"income_decile",7
"36068","other",5069,"income_decile",5
"36069","parking",1765,"income_decile",2
"36070","parking",3665,"income_decile",3
"36071","parking",5156,"income_decile",9
"36072","noise",2433,"income_decile",3
"36073","noise",4277,"income_decile",7
"36074","noise",6680,"income_decile",9
"36075","noise",1124,"income_decile",1
"36076","other",7060,"income_decile",8
"36077","noise",3017,"income_decile",5
"36078","parking",3364,"income_decile",2
"36079","other",3732,"income_decile",7
"36080","other",3279,"income_decile",4
"36081","other",3442,"income_decile",4
"36082","other",4389,"income_decile",6
"36083","other",2619,"income_decile",2
"36084","other",3163,"income_decile",5
"36085","other",1722,"income_decile",1
"36086","noise",5207,"income_decile",9
"36087","other",4971,"income_decile",9
"36088","other",3279,"income_decile",4
"36089","other",6000,"income_decile",9
"36090","other",2409,"income_decile",2
"36091","collection",2872,"income_decile",3
"36092","other",2498,"income_decile",2
"36093","noise",5872,"income_decile",9
"36094","noise",3988,"income_decile",4
"36095","noise",3988,"income_decile",4
"36096","other",1364,"income_decile",1
"36097","noise",4275,"income_decile",6
"36098","noise",5101,"income_decile",9
"36099","parking",3017,"income_decile",5
"36100","parking",4318,"income_decile",4
"36101","other",3923,"income_decile",3
"36102","household",3113,"income_decile",1
"36103","household",3705,"income_decile",9
"36104","parking",6828,"income_decile",8
"36105","other",3835,"income_decile",5
"36106","noise",5811,"income_decile",9
"36107","other",2524,"income_decile",4
"36108","other",4275,"income_decile",6
"36109","other",2456,"income_decile",1
"36110","noise",13483,"income_decile",10
"36111","parking",3442,"income_decile",4
"36112","noise",10087,"income_decile",10
"36113","parking",5855,"income_decile",7
"36114","noise",7709,"income_decile",10
"36115","other",4922,"income_decile",7
"36116","other",6049,"income_decile",8
"36117","parking",3176,"income_decile",3
"36118","other",3675,"income_decile",5
"36119","parking",6000,"income_decile",7
"36120","parking",3614,"income_decile",3
"36121","parking",2857,"income_decile",6
"36122","other",2694,"income_decile",6
"36123","other",2436,"income_decile",2
"36124","noise",13483,"income_decile",10
"36125","other",9865,"income_decile",10
"36126","other",9245,"income_decile",10
"36127","other",2275,"income_decile",3
"36128","other",7904,"income_decile",10
"36129","other",2230,"income_decile",1
"36130","other",4729,"income_decile",5
"36131","other",4732,"income_decile",6
"36132","other",4508,"income_decile",3
"36133","noise",5288,"income_decile",5
"36134","other",6973,"income_decile",9
"36135","noise",8286,"income_decile",9
"36136","noise",7777,"income_decile",9
"36137","parking",3557,"income_decile",4
"36138","other",5291,"income_decile",7
"36139","noise",11107,"income_decile",10
"36140","parking",2433,"income_decile",3
"36141","other",2641,"income_decile",1
"36142","other",4655,"income_decile",7
"36143","other",3492,"income_decile",2
"36144","other",3922,"income_decile",4
"36145","parking",4729,"income_decile",5
"36146","noise",5523,"income_decile",9
"36147","other",9241,"income_decile",10
"36148","parking",2935,"income_decile",2
"36149","noise",2694,"income_decile",6
"36150","other",3996,"income_decile",8
"36151","other",7904,"income_decile",9
"36152","noise",3010,"income_decile",4
"36153","household",5690,"income_decile",7
"36154","noise",5574,"income_decile",10
"36155","other",2328,"income_decile",1
"36156","other",2432,"income_decile",3
"36157","other",3967,"income_decile",5
"36158","other",2481,"income_decile",2
"36159","noise",6033,"income_decile",8
"36160","other",3466,"income_decile",2
"36161","parking",10324,"income_decile",10
"36162","other",5663,"income_decile",6
"36163","parking",8320,"income_decile",9
"36164","other",2488,"income_decile",4
"36165","other",3304,"income_decile",4
"36166","other",3324,"income_decile",5
"36167","other",7693,"income_decile",9
"36168","parking",5181,"income_decile",6
"36169","parking",1800,"income_decile",2
"36170","noise",7904,"income_decile",10
"36171","other",10174,"income_decile",10
"36172","other",3333,"income_decile",2
"36173","other",2694,"income_decile",4
"36174","collection",2559,"income_decile",2
"36175","household",2991,"income_decile",3
"36176","other",8997,"income_decile",10
"36177","parking",8866,"income_decile",9
"36178","noise",5690,"income_decile",7
"36179","collection",1841,"income_decile",1
"36180","other",7639,"income_decile",8
"36181","collection",1993,"income_decile",2
"36182","noise",5011,"income_decile",7
"36183","other",12228,"income_decile",10
"36184","other",6014,"income_decile",9
"36185","noise",3686,"income_decile",7
"36186","other",8924,"income_decile",10
"36187","other",1469,"income_decile",1
"36188","parking",3850,"income_decile",4
"36189","noise",7456,"income_decile",10
"36190","other",3846,"income_decile",6
"36191","other",5269,"income_decile",9
"36192","other",4106,"income_decile",6
"36193","other",4195,"income_decile",8
"36194","other",5574,"income_decile",10
"36195","other",3784,"income_decile",5
"36196","noise",3820,"income_decile",4
"36197","other",7129,"income_decile",8
"36198","other",5277,"income_decile",8
"36199","other",2641,"income_decile",1
"36200","other",2830,"income_decile",2
"36201","other",3975,"income_decile",6
"36202","other",2892,"income_decile",4
"36203","noise",3324,"income_decile",5
"36204","noise",10087,"income_decile",10
"36205","other",3991,"income_decile",8
"36206","collection",3410,"income_decile",4
"36207","other",5543,"income_decile",6
"36208","noise",1635,"income_decile",1
"36209","collection",1821,"income_decile",1
"36210","other",2423,"income_decile",4
"36211","noise",2343,"income_decile",5
"36212","parking",8758,"income_decile",10
"36213","noise",15698,"income_decile",10
"36214","other",3302,"income_decile",4
"36215","parking",2320,"income_decile",1
"36216","other",2355,"income_decile",2
"36217","parking",2763,"income_decile",3
"36218","other",5694,"income_decile",7
"36219","other",1793,"income_decile",3
"36220","other",2078,"income_decile",1
"36221","other",5728,"income_decile",5
"36222","noise",3638,"income_decile",4
"36223","other",4835,"income_decile",5
"36224","other",3121,"income_decile",4
"36225","noise",3089,"income_decile",2
"36226","collection",4835,"income_decile",5
"36227","other",5085,"income_decile",10
"36228","other",2905,"income_decile",3
"36229","other",2839,"income_decile",2
"36230","other",3010,"income_decile",4
"36231","collection",4547,"income_decile",8
"36232","parking",2249,"income_decile",1
"36233","parking",6502,"income_decile",8
"36234","parking",4377,"income_decile",4
"36235","noise",4598,"income_decile",6
"36236","other",7904,"income_decile",10
"36237","other",4932,"income_decile",6
"36238","collection",4922,"income_decile",7
"36239","parking",5036,"income_decile",7
"36240","parking",2199,"income_decile",2
"36241","noise",1602,"income_decile",1
"36242","noise",6827,"income_decile",10
"36243","other",3102,"income_decile",4
"36244","other",5792,"income_decile",9
"36245","other",8957,"income_decile",10
"36246","other",3211,"income_decile",8
"36247","parking",3434,"income_decile",4
"36248","parking",3538,"income_decile",4
"36249","other",8758,"income_decile",10
"36250","parking",7032,"income_decile",8
"36251","parking",2663,"income_decile",1
"36252","other",3258,"income_decile",7
"36253","parking",6000,"income_decile",7
"36254","other",4327,"income_decile",7
"36255","household",4384,"income_decile",8
"36256","parking",2810,"income_decile",2
"36257","noise",2948,"income_decile",3
"36258","noise",3270,"income_decile",7
"36259","parking",2562,"income_decile",3
"36260","other",4377,"income_decile",6
"36261","other",4401,"income_decile",6
"36262","parking",6214,"income_decile",8
"36263","other",3665,"income_decile",3
"36264","other",5557,"income_decile",6
"36265","other",2615,"income_decile",3
"36266","parking",7906,"income_decile",9
"36267","household",2317,"income_decile",2
"36268","other",3982,"income_decile",4
"36269","other",2399,"income_decile",2
"36270","other",5076,"income_decile",7
"36271","other",2134,"income_decile",3
"36272","household",8670,"income_decile",9
"36273","collection",2522,"income_decile",2
"36274","other",4893,"income_decile",6
"36275","noise",3665,"income_decile",4
"36276","other",2304,"income_decile",2
"36277","collection",3668,"income_decile",6
"36278","noise",9241,"income_decile",10
"36279","collection",6116,"income_decile",8
"36280","noise",9101,"income_decile",10
"36281","parking",2596,"income_decile",4
"36282","household",6116,"income_decile",8
"36283","collection",2051,"income_decile",2
"36284","other",6157,"income_decile",8
"36285","other",8113,"income_decile",9
"36286","other",4256,"income_decile",5
"36287","parking",15698,"income_decile",10
"36288","collection",3697,"income_decile",2
"36289","parking",3174,"income_decile",4
"36290","parking",2572,"income_decile",2
"36291","noise",3967,"income_decile",5
"36292","other",1742,"income_decile",2
"36293","collection",3482,"income_decile",4
"36294","collection",6926,"income_decile",10
"36295","parking",5076,"income_decile",7
"36296","parking",2687,"income_decile",5
"36297","other",1819,"income_decile",1
"36298","parking",2001,"income_decile",1
"36299","household",3128,"income_decile",3
"36300","household",3974,"income_decile",2
"36301","other",1615,"income_decile",1
"36302","noise",3565,"income_decile",4
"36303","parking",3582,"income_decile",3
"36304","parking",7620,"income_decile",9
"36305","other",2432,"income_decile",3
"36306","noise",3932,"income_decile",4
"36307","parking",5177,"income_decile",9
"36308","parking",4822,"income_decile",6
"36309","noise",7709,"income_decile",10
"36310","other",8721,"income_decile",9
"36311","other",2037,"income_decile",2
"36312","noise",12370,"income_decile",10
"36313","household",5553,"income_decile",5
"36314","parking",5057,"income_decile",6
"36315","parking",3614,"income_decile",3
"36316","parking",4508,"income_decile",3
"36317","other",2694,"income_decile",4
"36318","noise",5207,"income_decile",9
"36319","parking",1153,"income_decile",1
"36320","household",2367,"income_decile",3
"36321","household",3952,"income_decile",4
"36322","parking",3388,"income_decile",3
"36323","other",1534,"income_decile",1
"36324","other",6290,"income_decile",7
"36325","parking",8093,"income_decile",9
"36326","parking",2635,"income_decile",2
"36327","parking",2935,"income_decile",2
"36328","parking",3617,"income_decile",4
"36329","household",2317,"income_decile",2
"36330","noise",4513,"income_decile",5
"36331","other",9241,"income_decile",10
"36332","other",4292,"income_decile",7
"36333","parking",4743,"income_decile",6
"36334","other",12228,"income_decile",10
"36335","parking",4764,"income_decile",5
"36336","household",5309,"income_decile",6
"36337","noise",7032,"income_decile",9
"36338","other",3461,"income_decile",4
"36339","noise",5318,"income_decile",7
"36340","parking",1727,"income_decile",1
"36341","other",6572,"income_decile",9
"36342","other",3923,"income_decile",3
"36343","other",4292,"income_decile",7
"36344","parking",10588,"income_decile",9
"36345","household",6179,"income_decile",9
"36346","parking",1319,"income_decile",1
"36347","other",1880,"income_decile",1
"36348","parking",1758,"income_decile",1
"36349","household",5868,"income_decile",9
"36350","other",5338,"income_decile",8
"36351","household",15698,"income_decile",10
"36352","other",714,"income_decile",1
"36353","noise",3960,"income_decile",4
"36354","other",4256,"income_decile",5
